S_sample,S,Phylum,sample,sample_1,sample_folder,MGX_cpn_RA,MTX_cpn_RA,MA_value,ratio,sum,MGX_humann_RA,MTX_humann_RA,humann_MTX_MGX_ratio,MGX_humann_RKPs,mtx_humann_RKPs,MGX_metaphlan_RA,"MGX_,metaphlan_RPKs",Reference_genome,num_uniref90s_ref,bPTR_coverage,bPTR_GC,overall_depth,iRep,raw_iRep,unfiltered_iRep,r2,status
s__Odoribacter_splanchnicus-CSM5MCW6,s__Odoribacter_splanchnicus,Bacteroidetes,"""CSM5MCW6"",", CSM5MCW6,non-pilot,0.011401812,0,Inf,0,0.022803624,0.044947322,0.002640945,0.058756443,432317.0672,11180.78019,1.525679614,NA,,NA,NA,NA,NA,,,,,
s__Odoribacter_splanchnicus-CSM5MCWM_P,s__Odoribacter_splanchnicus,Bacteroidetes,"""CSM5MCWM_P"",", CSM5MCWM_P,pilot,0.001803634,0,Inf,0,0.003607268,0.006606394,0.000692659,0.104846833,150146.4453,3058.469737,0.1615923,NA,,NA,NA,NA,NA,,,,,
s__Odoribacter_splanchnicus-CSM5MCX3,s__Odoribacter_splanchnicus,Bacteroidetes,"""CSM5MCX3"",", CSM5MCX3,non-pilot,0.005514083,0.007225403,-0.051975805,1.310354312,0.011028166,0.008296485,0.005757918,0.694018937,128109.2618,38171.1258,0.4741931,NA,,NA,NA,NA,NA,,,,,
s__Odoribacter_splanchnicus-CSM5MCXN,s__Odoribacter_splanchnicus,Bacteroidetes,"""CSM5MCXN"",", CSM5MCXN,non-pilot,0.003372604,0.024062953,-0.345215058,7.134829402,0.006745208,0.007366729,0.002791675,0.378957209,103319.6484,40461.57822,0.3477056,NA,,NA,NA,NA,NA,,,,,
s__Odoribacter_splanchnicus-CSM5MCY2,s__Odoribacter_splanchnicus,Bacteroidetes,"""CSM5MCY2"",", CSM5MCY2,non-pilot,0.004164072,0.01888665,-0.275841931,4.535620211,0.008328144,0.012317182,0.005188955,0.421277783,121774.642,82241.89702,0.6265751,NA,,NA,NA,NA,NA,,,,,
s__Odoribacter_splanchnicus-CSM5MCZ3,s__Odoribacter_splanchnicus,Bacteroidetes,"""CSM5MCZ3"",", CSM5MCZ3,non-pilot,0.018612906,0,Inf,0,0.037225812,0.04893093,0.003739316,0.076420295,574733.0849,33149.96621,2.4899348,NA,,NA,NA,NA,NA,,,,,
s__Odoribacter_splanchnicus-CSM5MCZD,s__Odoribacter_splanchnicus,Bacteroidetes,"""CSM5MCZD"",", CSM5MCZD,non-pilot,0.001461765,0.006872603,-0.237112774,4.701579247,0.00292353,0.007277624,0.001477898,0.203074269,122705.0212,7223.113701,0.389819565,NA,,NA,NA,NA,NA,,,,,
s__Odoribacter_splanchnicus-CSM5MCZF,s__Odoribacter_splanchnicus,Bacteroidetes,"""CSM5MCZF"",", CSM5MCZF,non-pilot,0.003341919,0,Inf,0,0.006683838,0.011292846,0.001396175,0.123633602,120725.4733,4829.601013,0.56955003,NA,,NA,NA,NA,NA,,,,,
s__Odoribacter_splanchnicus-CSM67U9D,s__Odoribacter_splanchnicus,Bacteroidetes,"""CSM67U9D"",", CSM67U9D,non-pilot,0.002772159,0.006866133,-0.154034426,2.476817686,0.005544318,0.006675259,0.001861822,0.278913831,93589.42358,19580.91163,0.3709336,NA,,NA,NA,NA,NA,,,,,
s__Odoribacter_splanchnicus-CSM67UC6,s__Odoribacter_splanchnicus,Bacteroidetes,"""CSM67UC6"",", CSM67UC6,non-pilot,0.002743218,0.008258707,-0.186846377,3.010591168,0.005486436,0.005503974,0.000673584,0.122381395,121106.0789,11313.98644,0.2969658,NA,,NA,NA,NA,NA,,,,,
s__Odoribacter_splanchnicus-CSM67UE7,s__Odoribacter_splanchnicus,Bacteroidetes,"""CSM67UE7"",", CSM67UE7,non-pilot,0.00302441,0,Inf,0,0.00604882,0.007793863,0.002381296,0.305534803,92303.40321,11334.46023,0.3984443,NA,,NA,NA,NA,NA,,,,,
s__Odoribacter_splanchnicus-CSM67UEA,s__Odoribacter_splanchnicus,Bacteroidetes,"""CSM67UEA"",", CSM67UEA,non-pilot,0.005009758,0.021715123,-0.276910793,4.334565562,0.010019515,0.014743344,0.009569361,0.649063158,186347.6887,81519.50225,0.6594227,NA,,NA,NA,NA,NA,,,,,
s__Odoribacter_splanchnicus-CSM67UFZ,s__Odoribacter_splanchnicus,Bacteroidetes,"""CSM67UFZ"",", CSM67UFZ,non-pilot,0.001924337,0,Inf,0,0.003848674,0.003304917,0.001955898,0.591814489,45868.14708,19933.28309,0.1440416,NA,,NA,NA,NA,NA,,,,,
s__Odoribacter_splanchnicus-CSM79HKB,s__Odoribacter_splanchnicus,Bacteroidetes,"""CSM79HKB"",", CSM79HKB,non-pilot,0.008488052,0.035165014,-0.298042269,4.142883756,0.016976105,0.014099465,0.008678224,0.6155002,151247.3245,58921.63685,0.7164003,NA,,NA,NA,NA,NA,,,,,
s__Odoribacter_splanchnicus-CSM79HKT,s__Odoribacter_splanchnicus,Bacteroidetes,"""CSM79HKT"",", CSM79HKT,non-pilot,0.003903823,0,Inf,0,0.007807645,0.03530341,0.007716108,0.218565509,370592.9959,38291.02855,0.58197138,NA,,NA,NA,NA,NA,,,,,
s__Odoribacter_splanchnicus-CSM79HOL,s__Odoribacter_splanchnicus,Bacteroidetes,"""CSM79HOL"",", CSM79HOL,non-pilot,0.004663046,0,Inf,0,0.009326092,0.010842685,0.001947249,0.179591034,208507.5221,11706.39374,0.5323102,NA,,NA,NA,NA,NA,,,,,
s__Odoribacter_splanchnicus-CSM79HQF,s__Odoribacter_splanchnicus,Bacteroidetes,"""CSM79HQF"",", CSM79HQF,non-pilot,0.013389517,0,Inf,0,0.026779034,0.048231734,0.006950514,0.144106657,492127.9856,10523.02207,1.687689,NA,,NA,NA,NA,NA,,,,,
s__Odoribacter_splanchnicus-CSM7KOL4,s__Odoribacter_splanchnicus,Bacteroidetes,"""CSM7KOL4"",", CSM7KOL4,non-pilot,0.004113192,0.012280578,-0.199109568,2.9856561,0.008226385,0.013683519,0.004110227,0.300377901,253905.0455,14223.78397,0.5895588,NA,,NA,NA,NA,NA,,,,,
s__Odoribacter_splanchnicus-CSM7KOLE,s__Odoribacter_splanchnicus,Bacteroidetes,"""CSM7KOLE"",", CSM7KOLE,non-pilot,0.008064651,0.046593114,-0.363872601,5.777449346,0.016129302,0.013873579,0.015143012,1.091500062,100929.2631,221618.2187,0.656519249,NA,,NA,NA,NA,NA,,,,,
s__Odoribacter_splanchnicus-CSM7KON2,s__Odoribacter_splanchnicus,Bacteroidetes,"""CSM7KON2"",", CSM7KON2,non-pilot,0.003893208,0.008883218,-0.148675694,2.281721763,0.007786416,0.007724921,0.002967649,0.384165638,68741.79209,52366.79056,0.3880367,NA,,NA,NA,NA,NA,,,,,
s__Odoribacter_splanchnicus-CSM7KON8,s__Odoribacter_splanchnicus,Bacteroidetes,"""CSM7KON8"",", CSM7KON8,non-pilot,0.003545493,0,Inf,0,0.007090985,0.013062161,0,0,145619.3554,0,0.7142596,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM5FZ4G_P,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM5FZ4G_P"",", CSM5FZ4G_P,pilot,0.004130619,0.00760738,-0.111250709,1.841704747,0.008261238,0.00079831,7.92E-05,0.099251962,6312.486514,794.8808948,0.01718106,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM5FZ4K_P,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM5FZ4K_P"",", CSM5FZ4K_P,pilot,0.003923837,0,Inf,0,0.007847674,0.000640897,9.94E-05,0.155150276,2565.267466,96.52030893,0.01366099,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM5MCTZ_P,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM5MCTZ_P"",", CSM5MCTZ_P,pilot,0.010177566,0,Inf,0,0.020355132,0.020724268,0.000769514,0.037131072,112065.7571,5092.667937,0.6719983,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM5MCUG_P,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM5MCUG_P"",", CSM5MCUG_P,pilot,0.020033655,0,Inf,0,0.04006731,0.044542687,0.002931231,0.065807229,256546.3026,15754.44638,1.570834,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM5MCUK_P,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM5MCUK_P"",", CSM5MCUK_P,pilot,0.019137639,0,Inf,0,0.038275279,0.024879339,0,0,228526.7367,0,0.9941073,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM5MCUO,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM5MCUO"",", CSM5MCUO,non-pilot,0.005842864,0.009856427,-0.101681889,1.686916975,0.011685729,0.008520164,0.002938683,0.344909253,45008.4544,7845.57799,0.2983886,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM5MCUQ_P,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM5MCUQ_P"",", CSM5MCUQ_P,pilot,0.009674691,0,Inf,0,0.019349381,0.004142737,0.00014289,0.034491685,30902.88737,268.8823208,0.06723761,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM5MCUY_P,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM5MCUY_P"",", CSM5MCUY_P,pilot,0.006642157,0,Inf,0,0.013284314,0.001745001,0,0,14428.94359,0,0.032138,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM5MCWM_P,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM5MCWM_P"",", CSM5MCWM_P,pilot,0.00304266,0,Inf,0,0.00608532,0.000667402,0.000526955,0.789561489,3466.607537,649.995151,0.03441197,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM5MCX3,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM5MCX3"",", CSM5MCX3,non-pilot,0.011183813,0,Inf,0,0.022367625,0.014604481,0.000909577,0.062280666,51539.35374,1684.461163,0.4774837,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM5MCXN,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM5MCXN"",", CSM5MCXN,non-pilot,0.016809034,0.006126115,0.247037566,0.364453733,0.033618069,0.033286425,0.004077564,0.122499319,106694.4512,16509.38525,0.9543456,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM5MCY2,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM5MCY2"",", CSM5MCY2,non-pilot,0.01430718,0.017941944,-0.053303509,1.254051699,0.028614361,0.018787643,0.01493788,0.795090688,42450.64325,66138.49562,0.760065,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM5MCY4,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM5MCY4"",", CSM5MCY4,non-pilot,0.009614189,0,Inf,0,0.019228378,0.002360941,4.65E-05,0.019696,7559.863648,55.10470103,0.06306372,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM5MCY8,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM5MCY8"",", CSM5MCY8,non-pilot,0.007857651,0,Inf,0,0.015715303,0.002385139,3.93E-05,0.016471806,12480.16635,48.19277108,0.0457744,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM5MCZD,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM5MCZD"",", CSM5MCZD,non-pilot,0.029407053,0.009216796,0.328994816,0.313421282,0.058814106,0.056688275,0.011218128,0.197891505,218440.126,15316.25033,2.026670764,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM5MCZF,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM5MCZF"",", CSM5MCZF,non-pilot,0.026278647,0,Inf,0,0.052557294,0.056348578,0.00347184,0.061613631,137671.7805,3354.928095,1.809947723,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM67U9D,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM67U9D"",", CSM67U9D,non-pilot,0.032092113,0.005735356,0.500694357,0.178715436,0.064184226,0.070591727,0.00662432,0.093839889,226192.8708,19462.03067,2.649224,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM67UBZ,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM67UBZ"",", CSM67UBZ,non-pilot,0.005073879,0.007168835,-0.065416462,1.412890594,0.010147757,0.002037973,0.000536187,0.263097959,7775.034232,1684.260269,0.08878829,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM67UC6,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM67UC6"",", CSM67UC6,non-pilot,0.002924718,0.000738338,0.235930696,0.252447701,0.005849435,0.001288247,0.000113576,0.088163262,6478.210197,532.9207928,0.04910529,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM67UCK,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM67UCK"",", CSM67UCK,non-pilot,0.004114953,0,Inf,0,0.008229907,0.005712839,0.001012752,0.177276553,12950.80445,1797.809528,0.307238462,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM67UE7,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM67UE7"",", CSM67UE7,non-pilot,0.003939475,0.004382487,-0.019247699,1.112454558,0.00787895,0.001274453,0.00075547,0.592779866,3449.493392,1004.51603,0.02685915,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM67UEA,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM67UEA"",", CSM67UEA,non-pilot,0.025817667,0,Inf,0,0.051635334,0.051401789,0.006541704,0.12726608,148481.6256,15567.59764,2.191382,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM67UFZ,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM67UFZ"",", CSM67UFZ,non-pilot,0.014320064,0.04167816,-0.251599629,2.910472909,0.028640129,0.012952167,0.000865474,0.066820815,41082.75545,2463.990584,0.3681518,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM67UGO,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM67UGO"",", CSM67UGO,non-pilot,0.028046418,0.009747774,0.295705999,0.347558599,0.056092837,0.059431476,0.009894144,0.166479858,81850.2296,19397.91255,1.88601776,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM79HKB,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM79HKB"",", CSM79HKB,non-pilot,0.016933715,0.01133623,0.098395936,0.669447336,0.03386743,0.027355239,0.006543323,0.239198184,67064.40047,12410.64913,1.206927,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM79HMT,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM79HMT"",", CSM79HMT,non-pilot,0.036062731,0,Inf,0,0.072125462,0.042871683,NA,NA,129388.7102,NA,1.460587552,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM79HOL,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM79HOL"",", CSM79HOL,non-pilot,0.025964138,0.007259096,0.349068042,0.279581613,0.051928277,0.046425702,0.007585769,0.163395884,204037.4303,12739.52913,1.610283,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM7KOL4,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM7KOL4"",", CSM7KOL4,non-pilot,0.023927262,0.032445259,-0.081585144,1.355995498,0.047854523,0.049149695,0.015512953,0.315626642,208430.2824,14996.70948,2.169325,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM7KOLA,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM7KOLA"",", CSM7KOLA,non-pilot,0.007186517,0.001951116,0.264166203,0.271496735,0.014373033,0.012625073,0.002017537,0.159804002,40588.80783,7696.40171,0.444187415,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM7KOLE,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM7KOLE"",", CSM7KOLE,non-pilot,0.005281663,0.010645092,-0.133661877,2.015481173,0.010563326,0.006033362,0.00754625,1.250753716,10031.23546,30851.51445,0.283509371,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM7KOMP,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM7KOMP"",", CSM7KOMP,non-pilot,0.005032936,0,Inf,0,0.010065872,0.004779353,0.001968226,0.411818561,26372.81035,10.78362981,0.2055703,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM7KOMT,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM7KOMT"",", CSM7KOMT,non-pilot,0.006690685,0.003049149,0.156949806,0.455730428,0.013381369,0.009745784,0.000448915,0.046062501,44057.34216,1095.224846,0.422586891,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM7KON2,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM7KON2"",", CSM7KON2,non-pilot,0.023252879,0.018314901,0.063465373,0.787640133,0.046505758,0.05296196,0.008152746,0.153935879,107710.3187,40188.28065,1.652039,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_57_20-CSM7KON8,s__Oscillibacter_sp_57_20,Firmicutes,"""CSM7KON8"",", CSM7KON8,non-pilot,0.025606648,0,Inf,0,0.051213296,0.053468733,0,0,136229.2735,0,2.058555,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_CAG_155-CSM5FZ4G_P,s__Oscillibacter_sp_CAG_155,Firmicutes,"""CSM5FZ4G_P"",", CSM5FZ4G_P,pilot,0.006101967,0.007107558,-0.02991629,1.164797755,0.012203934,0.004477548,0.000890831,0.198955045,45114.1635,4432.47079,0.01131069,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_CAG_155-CSM5FZ4K_P,s__Oscillibacter_sp_CAG_155,Firmicutes,"""CSM5FZ4K_P"",", CSM5FZ4K_P,pilot,0.00797842,0,Inf,0,0.015956841,0.007453745,0.000754688,0.10124951,38015.64452,363.3325488,0.01969977,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_CAG_155-CSM5FZ4M,s__Oscillibacter_sp_CAG_155,Firmicutes,"""CSM5FZ4M"",", CSM5FZ4M,non-pilot,0.008085707,0,Inf,0,0.016171415,0.005613359,0.001872498,0.333578844,25078.38497,2787.328407,0.01382209,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_CAG_155-CSM67UBZ,s__Oscillibacter_sp_CAG_155,Firmicutes,"""CSM67UBZ"",", CSM67UBZ,non-pilot,0.007495712,0.003234981,0.171721894,0.431577546,0.014991423,0.006068296,0.00347968,0.57341958,29499.46771,5421.152631,0.02103269,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_CAG_155-CSM67UC6,s__Oscillibacter_sp_CAG_155,Firmicutes,"""CSM67UC6"",", CSM67UC6,non-pilot,0.008416372,0.001254873,0.398349317,0.149099069,0.016832744,0.009516411,0.002661154,0.279638373,60977.9465,6193.056818,0.03333597,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_CAG_155-CSM67UE7,s__Oscillibacter_sp_CAG_155,Firmicutes,"""CSM67UE7"",", CSM67UE7,non-pilot,0.013378716,0.01576669,-0.038069298,1.178490505,0.026757432,0.018568634,0.01425306,0.767587968,64040.53729,9399.543397,0.04614046,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_CAG_241-CSM5FZ4G_P,s__Oscillibacter_sp_CAG_241,Firmicutes,"""CSM5FZ4G_P"",", CSM5FZ4G_P,pilot,0.006116078,0.019922629,-0.231699737,3.257418922,0.012232157,0.009442097,0.006109758,0.647076309,101254.9819,75852.13232,0.2824016,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_CAG_241-CSM5FZ4K_P,s__Oscillibacter_sp_CAG_241,Firmicutes,"""CSM5FZ4K_P"",", CSM5FZ4K_P,pilot,0.010545377,0,Inf,0,0.021090754,0.023227949,5.27E-05,0.002267751,126088.0722,63.27559529,0.7724826,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_CAG_241-CSM5FZ4M,s__Oscillibacter_sp_CAG_241,Firmicutes,"""CSM5FZ4M"",", CSM5FZ4M,non-pilot,0.005946233,0,Inf,0,0.011892467,0.009348705,0.000198413,0.021223629,44453.2431,736.9381603,0.2366863,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_CAG_241-CSM5MCUK_P,s__Oscillibacter_sp_CAG_241,Firmicutes,"""CSM5MCUK_P"",", CSM5MCUK_P,pilot,0.003592823,0,Inf,0,0.007185647,0.000813494,0,0,10133.78279,0,0.01165104,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_CAG_241-CSM5MCUQ_P,s__Oscillibacter_sp_CAG_241,Firmicutes,"""CSM5MCUQ_P"",", CSM5MCUQ_P,pilot,0.014639659,0.013450261,0.02006044,0.91875506,0.029279318,0.012706715,0.002735932,0.215313883,128547.5586,6371.153079,0.1065231,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_CAG_241-CSM5MCUY_P,s__Oscillibacter_sp_CAG_241,Firmicutes,"""CSM5MCUY_P"",", CSM5MCUY_P,pilot,0.004692394,0,Inf,0,0.009384789,0.002651355,4.62E-05,0.017418533,29732.10558,89.38598744,0.0185092,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_CAG_241-CSM5MCWM_P,s__Oscillibacter_sp_CAG_241,Firmicutes,"""CSM5MCWM_P"",", CSM5MCWM_P,pilot,0.003321069,0,Inf,0,0.006642137,0.00174323,0.000280069,0.160660994,12279.78247,427.5176062,0.05828319,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_CAG_241-CSM5MCWQ,s__Oscillibacter_sp_CAG_241,Firmicutes,"""CSM5MCWQ"",", CSM5MCWQ,non-pilot,0.031872,0.073929497,-0.244160575,2.319575125,0.063743999,0.056658844,0.016108252,0.284302521,208727.6372,80175.45842,1.735814,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_CAG_241-CSM5MCY4,s__Oscillibacter_sp_CAG_241,Firmicutes,"""CSM5MCY4"",", CSM5MCY4,non-pilot,0.006134384,0,Inf,0,0.012268769,0.004065865,4.73E-05,0.011633038,17656.34032,69.36236825,0.01962685,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_CAG_241-CSM5MCY8,s__Oscillibacter_sp_CAG_241,Firmicutes,"""CSM5MCY8"",", CSM5MCY8,non-pilot,0.005486997,0,Inf,0,0.010973995,0.002255255,1.73E-05,0.007677716,16003.73198,26.28494289,0.02588025,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_CAG_241-CSM67UBZ,s__Oscillibacter_sp_CAG_241,Firmicutes,"""CSM67UBZ"",", CSM67UBZ,non-pilot,0.007793468,0.009502773,-0.04084847,1.219325265,0.015586936,0.01498176,0.004416767,0.294809618,77514.96354,17169.19807,0.4542815,NA,,NA,NA,NA,NA,,,,,
s__Oscillibacter_sp_CAG_241-CSM67UC6,s__Oscillibacter_sp_CAG_241,Firmicutes,"""CSM67UC6"",", CSM67UC6,non-pilot,0.005727248,0,Inf,0,0.011454495,0.01282675,0.000445925,0.034765219,87476.51749,2589.344521,0.4129626,NA,,NA,NA,NA,NA,,,,,
s__Parabacteroides_distasonis-CSM5MCUQ_P,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM5MCUQ_P"",", CSM5MCUQ_P,pilot,0.014804386,0.015205511,-0.006345955,1.027095012,0.029608772,0.010829643,0.022915933,2.116037738,781414.4981,340427.0148,0.8041868,NA,GCA_000307435,3982,NA,NA,NA,,,,,
s__Parabacteroides_distasonis-CSM5MCUW_P,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM5MCUW_P"",", CSM5MCUW_P,pilot,0.019557128,0.002126809,0.56392544,0.108748546,0.039114255,0.01756425,0.051143257,2.911781509,994295.7091,813860.6234,1.37905,NA,GCA_000307435,4002,NA,NA,NA,,,,,
s__Parabacteroides_distasonis-CSM5MCUY_P,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM5MCUY_P"",", CSM5MCUY_P,pilot,0.02637639,0.04391787,-0.140250863,1.665044743,0.05275278,0.01748235,0.074177241,4.242978967,1398280.669,915871.1837,1.567976,NA,GCA_000307435,4007,NA,NA,NA,,,,,
s__Parabacteroides_distasonis-CSM5MCY4,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM5MCY4"",", CSM5MCY4,non-pilot,0.024971293,0.006892291,0.348865446,0.276008559,0.049942586,0.016552813,0.015247611,0.921149224,512691.6831,142643.9286,1.342608,NA,GCA_000307435,3931,NA,NA,NA,,,,,
s__Parabacteroides_distasonis-CSM5MCY8,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM5MCY8"",", CSM5MCY8,non-pilot,0.041853058,0.002688114,0.865053377,0.064227417,0.083706116,0.023052244,0.014706479,0.637962999,1166744.016,142416.9734,2.071413,NA,GCA_000307435,3999,NA,NA,NA,,,,,
s__Parabacteroides_distasonis-CSM67UEI,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM67UEI"",", CSM67UEI,non-pilot,0.102906483,0.032550838,0.506178816,0.316314742,0.205812966,0.051902941,0.01621741,0.312456471,1614234.41,663235.8586,6.371170747,NA,GCA_000307435,4004,NA,NA,NA,,,,,
s__Parabacteroides_distasonis-CSM79HO1,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM79HO1"",", CSM79HO1,non-pilot,0.164106767,0.044033958,0.72793738,0.268325059,0.328213535,0.085660715,0.035321113,0.412337366,2385979.215,734556.9203,11.2862,NA,GCA_000307435,4009,NA,NA,NA,,,,,
s__Parabacteroides_distasonis-CSM5MCU8_P,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM5MCU8_P"",", CSM5MCU8_P,pilot,0.003910028,0.008984502,-0.150058619,2.297810279,0.007820055,0.014512945,0.008863056,0.610700044,808931.1279,460734.4391,0.4298607,NA,GCA_000699905,3834,NA,n/a,13.79,,,,,
s__Parabacteroides_distasonis-CSM5MCUC_P,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM5MCUC_P"",", CSM5MCUC_P,pilot,0.003085665,0,Inf,0,0.00617133,0.030037598,0.050052449,1.666326627,2032710.587,415649.2712,0.4141852,NA,GCA_000699905,3831,NA,n/a,27.65,,,,,
s__Parabacteroides_distasonis-CSM5MCUE_P,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM5MCUE_P"",", CSM5MCUE_P,pilot,0.002559534,0.004023201,-0.075780486,1.571849016,0.005119068,0.024684904,0.025786006,1.04460627,1253925.728,112334.2315,0.3467174,NA,GCA_000699905,3546,NA,n/a,16.97,,,,,
s__Parabacteroides_distasonis-CSM5MCXH,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM5MCXH"",", CSM5MCXH,non-pilot,0.008586308,0.000668147,0.536704146,0.077815365,0.017172616,0.043381385,0.007379897,0.170116684,1278092.782,524584.4518,0.983016485,NA,GCA_000699905,3748,NA,n/a,20.16,,,,,
