S_sample,S,Phylum,sample,sample_1,sample_folder,MGX_cpn_RA,MTX_cpn_RA,MA_value,ratio,sum,MGX_humann_RA,MTX_humann_RA,humann_MTX_MGX_ratio,MGX_humann_RKPs,mtx_humann_RKPs,MGX_metaphlan_RA,"MGX_,metaphlan_RPKs",Reference_genome,num_uniref90s_ref,bPTR_coverage,bPTR_GC,overall_depth,iRep,raw_iRep,unfiltered_iRep,r2,status
s__Parabacteroides_distasonis-CSM5MCXJ,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM5MCXJ"",", CSM5MCXJ,non-pilot,0.00465389,0.001025902,0.281585888,0.220439764,0.009307781,0.037306772,0.006718925,0.180099337,1065684.249,489613.9955,0.5911924,NA,GCA_000699905,3471,NA,n/a,15.92,,,,,
s__Parabacteroides_distasonis-CSM5MCXL,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM5MCXL"",", CSM5MCXL,non-pilot,0.004719626,0.002384294,0.127487497,0.505187155,0.009439252,0.035209326,0.007447129,0.211510121,1335271.943,245170.9919,0.818503892,NA,GCA_000699905,3770,NA,n/a,21.89,,,,,
s__Parabacteroides_distasonis-CSM5MCXP,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM5MCXP"",", CSM5MCXP,non-pilot,0.003685541,0.001064951,0.221562327,0.288953755,0.007371081,0.032250094,0.008929724,0.276889862,1134664.748,435037.2857,0.4590812,NA,GCA_000699905,3339,NA,n/a,17.38,,,,,
s__Parabacteroides_distasonis-CSM5MCXR,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM5MCXR"",", CSM5MCXR,non-pilot,0.003192835,0,Inf,0,0.00638567,0.029937919,0.005134802,0.171514997,796887.6302,121667.6175,0.199242683,NA,GCA_000699905,1176,NA,n/a,11.56,,,,,
s__Parabacteroides_distasonis-CSM5MCXT,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM5MCXT"",", CSM5MCXT,non-pilot,0.045710833,0.020360554,0.262115342,0.445420763,0.091421666,0.042995421,0.020547832,0.477907448,429010.3204,1016053.004,2.070908598,NA,GCA_000699905,3583,NA,n/a,6.88,,,,,
s__Parabacteroides_distasonis-CSM5MCY2,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM5MCY2"",", CSM5MCY2,non-pilot,0.041292653,0.019660831,0.232833312,0.476133871,0.082585306,0.034520334,0.011647207,0.337401357,754471.0661,407111.2958,1.571364,NA,GCA_000699905,3734,NA,n/a,12.3,,,,,
s__Parabacteroides_distasonis-CSM5MCZB,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM5MCZB"",", CSM5MCZB,non-pilot,0.008784555,0.002081021,0.304162528,0.236895391,0.017569111,0.028129442,0.010394637,0.369528723,974001.7084,371200.7686,1.093178,NA,GCA_000699905,3840,NA,n/a,17.01,,,,,
s__Parabacteroides_distasonis-CSM67UCK,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM67UCK"",", CSM67UCK,non-pilot,0.089457282,0.040207488,0.331280002,0.449460207,0.178914564,0.04977316,0.043458485,0.873130914,1091429.263,609033.1873,4.500889172,NA,GCA_000699905,3843,NA,0.964759678,19.2,,,,,
s__Parabacteroides_distasonis-CSM67UDF,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM67UDF"",", CSM67UDF,non-pilot,0.025274791,0.006189602,0.382533079,0.244892316,0.050549582,0.045333088,0.019144287,0.422302736,1084224.758,399236.0365,2.461977,NA,GCA_000699905,3889,NA,n/a,19.97,,,,,
s__Parabacteroides_distasonis-CSM67UDJ,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM67UDJ"",", CSM67UDJ,non-pilot,0.004115777,0.003460056,0.031593869,0.840681139,0.008231554,0.036249177,0.011821018,0.32610446,1137069.462,363498.8958,0.6518148,NA,GCA_000699905,3560,NA,n/a,17.57,,,,,
s__Parabacteroides_distasonis-CSM67UDN,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM67UDN"",", CSM67UDN,non-pilot,0.007481268,0.000208138,0.731705457,0.027821212,0.014962535,0.035330433,0.010197288,0.288626186,990729.4338,322672.9079,1.342897,NA,GCA_000699905,3817,NA,n/a,17.54,,,,,
s__Parabacteroides_distasonis-CSM67UDR,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM67UDR"",", CSM67UDR,non-pilot,0.00183902,0.019014005,-0.370871585,10.33920525,0.00367804,0.033339324,0.013935441,0.417988108,425581.9186,568050.6529,0.7114752,NA,GCA_000699905,2668,NA,n/a,7.29,,,,,
s__Parabacteroides_distasonis-CSM67UDR_TR,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM67UDR_TR"",", CSM67UDR_TR,non-pilot,0.004818683,0.019926095,-0.266065923,4.135174058,0.009637367,0.026425521,0.009495343,0.359324726,602688.3784,433087.5076,0.765077436,NA,GCA_000699905,3367,NA,n/a,10.71,,,,,
s__Parabacteroides_distasonis-CSM67UDY,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM67UDY"",", CSM67UDY,non-pilot,0.004772666,0.00076713,0.342012128,0.160734136,0.009545332,0.03805546,0.004662615,0.12252157,691891.7641,114787.8347,0.698417531,NA,GCA_000699905,3157,NA,n/a,11.07,,,,,
s__Parabacteroides_distasonis-CSM67UEA,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM67UEA"",", CSM67UEA,non-pilot,0.022912968,0.050337654,-0.208432062,2.196906772,0.045825935,0.030228236,0.011686773,0.386617763,844623.0405,219559.0357,1.214961,NA,GCA_000699905,3722,NA,n/a,14.5,,,,,
s__Parabacteroides_distasonis-CSM79HKB,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM79HKB"",", CSM79HKB,non-pilot,0.033758662,0.03400162,-0.002116306,1.007196917,0.067517323,0.039500199,0.030105617,0.76216369,936712.794,450785.1984,1.999542,NA,GCA_000699905,3797,NA,n/a,15.6,,,,,
s__Parabacteroides_distasonis-CSM79HLA,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM79HLA"",", CSM79HLA,non-pilot,0.004208795,0.000974166,0.267494468,0.231459675,0.008417589,0.015261019,0.006903721,0.452376127,613433.241,156517.7242,0.217602231,NA,GCA_000699905,1920,NA,n/a,9.24,,,,,
s__Parabacteroides_distasonis-CSM79HLA_TR,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM79HLA_TR"",", CSM79HLA_TR,non-pilot,0.001060073,0.003474774,-0.17332743,3.277863918,0.002120146,0.022423583,0.008199136,0.365647899,542870.724,265342.8101,0.239745627,NA,GCA_000699905,1799,NA,n/a,8.3,,,,,
s__Parabacteroides_distasonis-CSM79HLC,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM79HLC"",", CSM79HLC,non-pilot,0.007114934,0.001443514,0.322534943,0.202885054,0.014229868,0.025129331,0.005646395,0.224693405,921214.588,204319.0324,0.3054362,NA,GCA_000699905,2937,NA,n/a,15.73,,,,,
s__Parabacteroides_distasonis-CSM79HLE,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM79HLE"",", CSM79HLE,non-pilot,0.017205275,0.00093835,0.716017157,0.054538533,0.03441055,0.045240046,0.008353908,0.184657366,985537.2761,566589.1523,1.888544,NA,GCA_000699905,3870,NA,n/a,18.09,,,,,
s__Parabacteroides_distasonis-CSM79HLG,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM79HLG"",", CSM79HLG,non-pilot,0.013374274,0.000376487,0.827504575,0.028150106,0.026748548,0.032945816,0.007857383,0.2384941,1013638.656,193510.5284,1.385718,NA,GCA_000699905,3807,NA,n/a,16.23,,,,,
s__Parabacteroides_distasonis-CSM79HPK,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM79HPK"",", CSM79HPK,non-pilot,0.004190819,0.035418807,-0.389845073,8.45152491,0.008381637,0.003159779,0.001033558,0.32709808,97361.56998,123825.3904,0.1820289,NA,GCA_000699905,1085,NA,n/a,3.85,,,,,
s__Parabacteroides_distasonis-CSM7KOL4,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM7KOL4"",", CSM7KOL4,non-pilot,0.027248711,0.014387073,0.177274653,0.527990974,0.054497421,0.032345293,0.018318455,0.56634065,1326803.844,139802.9485,1.386724,NA,GCA_000699905,3823,NA,n/a,22.48,,,,,
s__Parabacteroides_distasonis-CSM7KOLA,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM7KOLA"",", CSM7KOLA,non-pilot,0.021080234,0.009358694,0.210402129,0.443955888,0.042160467,0.029134131,0.010755208,0.369161793,906003.972,323900.0365,1.09099044,NA,GCA_000699905,3765,NA,n/a,16.53,,,,,
s__Parabacteroides_distasonis-CSM7KOLE,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM7KOLE"",", CSM7KOLE,non-pilot,0.042953571,0.020377858,0.236898736,0.474415923,0.085907143,0.033501632,0.011829078,0.353089618,538786.4453,381787.9684,1.466349363,NA,GCA_000699905,3644,NA,n/a,9.91,,,,,
s__Parabacteroides_distasonis-CSM7KONU,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM7KONU"",", CSM7KONU,non-pilot,0.040861815,0,Inf,0,0.08172363,0.024210613,0.017232202,0.711762315,34398.1862,26275.49547,2.21456642,NA,GCA_000699905,989,NA,1.42740393,0.91,,,,,
s__Parabacteroides_distasonis-CSM5FZ4G_P,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM5FZ4G_P"",", CSM5FZ4G_P,pilot,0.01496424,0.004094026,0.308449802,0.273587324,0.02992848,0.021332417,0.010726343,0.50281892,1631641.569,849511.4459,1.019159,NA,GCA_001404395,3879,NA,NA,NA,,,,,
s__Parabacteroides_distasonis-CSM5FZ4K_P,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM5FZ4K_P"",", CSM5FZ4K_P,pilot,0.009556731,0.147893792,-0.589021189,15.47535356,0.019113462,0.021547443,0.133299605,6.186330457,834248.902,1021486.483,0.8494189,NA,GCA_001404395,3771,NA,NA,NA,,,,,
s__Parabacteroides_distasonis-CSM5FZ4M,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM5FZ4M"",", CSM5FZ4M,non-pilot,0.077649782,0.081170514,-0.017351791,1.045341168,0.155299564,0.05656773,0.034930955,0.617506746,1918481.056,827645.0939,4.413439,NA,GCA_001404395,3837,NA,NA,NA,,,,,
s__Parabacteroides_distasonis-CSM5MCTZ_P,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM5MCTZ_P"",", CSM5MCTZ_P,pilot,0.000916325,0.003972453,-0.209683845,4.335199819,0.00183265,0.006533076,0.002333752,0.35722103,341717.3574,121929.6617,0.07785192,NA,GCA_001404395,1600,NA,NA,NA,,,,,
s__Parabacteroides_distasonis-CSM5MCUG_P,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM5MCUG_P"",", CSM5MCUG_P,pilot,0.000103745,0.000490066,-0.169247022,4.723733486,0.000207491,0.007532105,0.002414808,0.320602022,419625.0151,102461.752,0.01142216,NA,GCA_001404395,720,NA,NA,NA,,,,,
s__Parabacteroides_distasonis-CSM5MCUK_P,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM5MCUK_P"",", CSM5MCUK_P,pilot,0.000388949,0,Inf,0,0.000777898,0.005107882,0.00442376,0.866065413,453831.5353,7136.017811,0.01028444,NA,GCA_001404395,772,NA,NA,NA,,,,,
s__Parabacteroides_distasonis-CSM5MCWM_P,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM5MCWM_P"",", CSM5MCWM_P,pilot,0.017309852,0.0581004,-0.298509273,3.356493193,0.034619704,0.023691906,0.026425701,1.115389394,1190344.64,257329.207,0.7817479,NA,GCA_001404395,3818,NA,NA,NA,,,,,
s__Parabacteroides_distasonis-CSM5MCWQ,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM5MCWQ"",", CSM5MCWQ,non-pilot,0.007165617,0.005738216,0.044982784,0.800798655,0.014331233,0.014944264,0.004778557,0.319758579,392666.2261,151727.222,0.6050995,NA,GCA_001404395,3381,NA,NA,NA,,,,,
s__Parabacteroides_distasonis-CSM5MCX3,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM5MCX3"",", CSM5MCX3,non-pilot,0.000744123,0.001613443,-0.107439526,2.168248383,0.001488245,0.007811238,0.001410016,0.180511235,266641.8697,20614.44939,0.03833182,NA,GCA_001404395,808,NA,NA,NA,,,,,
s__Parabacteroides_distasonis-CSM67UBZ,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM67UBZ"",", CSM67UBZ,non-pilot,0.054950585,0.028789408,0.222804297,0.5239145,0.10990117,0.036851367,0.027501443,0.746280115,1359919.137,681984.8682,3.150722,NA,GCA_001404395,3936,NA,NA,NA,,,,,
s__Parabacteroides_distasonis-CSM67UC6,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM67UC6"",", CSM67UC6,non-pilot,0.026582925,0.011500633,0.230977314,0.432632338,0.05316585,0.019808531,0.010209289,0.515398598,963527.0113,378179.0584,2.133868,NA,GCA_001404395,4078,NA,NA,NA,,,,,
s__Parabacteroides_distasonis-CSM67UFZ,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM67UFZ"",", CSM67UFZ,non-pilot,0.000856149,0,Inf,0,0.001712298,0.010284172,0.001695475,0.164862542,315531.0593,38106.77451,0.04607192,NA,GCA_001404395,845,NA,NA,NA,,,,,
s__Parabacteroides_distasonis-CSM67UAK,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM67UAK"",", CSM67UAK,non-pilot,0.106339429,0,Inf,0,0.212678857,0.069869935,0.018566488,0.265729285,1393174.523,219744.8263,5.10969,NA,GCA_003386475,3567,NA,1.1,14.93,,,,,
s__Parabacteroides_distasonis-CSM67UAM,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM67UAM"",", CSM67UAM,non-pilot,0.213844284,0.042496139,1.047538004,0.198724689,0.427688568,0.121565584,0.040463812,0.332855818,4183195.551,769519.9151,12.26311048,NA,GCA_003386475,3584,NA,1.08,55.43,,,,,
s__Parabacteroides_distasonis-CSM67UAO,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM67UAO"",", CSM67UAO,non-pilot,0.161562717,0.139527544,0.0804402,0.863612268,0.323125433,0.082415619,0.048363453,0.586823879,1474476.388,1780253.695,7.643133,NA,GCA_003386475,3561,NA,1.05,20.04,,,,,
s__Parabacteroides_distasonis-CSM79HID,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM79HID"",", CSM79HID,non-pilot,0.161979719,0.297256407,-0.333532517,1.835145835,0.323959438,0.100172671,0.030676709,0.306238311,3154703.656,501428.866,9.153130623,NA,GCA_003386475,3557,NA,1.16,38.58,,,,,
s__Parabacteroides_distasonis-CSM79HIF,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM79HIF"",", CSM79HIF,non-pilot,0.157245998,0.092666332,0.285849882,0.58930805,0.314491995,0.090368623,0.02407135,0.266368446,2529071.607,878911.8572,7.686467,NA,GCA_003386475,3582,NA,1.11,31.79,,,,,
s__Parabacteroides_distasonis-CSM5MCXN,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM5MCXN"",", CSM5MCXN,non-pilot,0.008362072,0.018324745,-0.163992061,2.191411934,0.016724145,0.020157665,0.005971775,0.296253301,624986.3637,190879.5941,0.6323035,NA,GCA_003439415,3612,NA,NA,NA,,,,,
s__Parabacteroides_distasonis-CSM5MCZD,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM5MCZD"",", CSM5MCZD,non-pilot,0.01098345,0.019985399,-0.132689833,1.819592107,0.0219669,0.022601754,0.010401825,0.460222021,842436.0552,112116.0002,0.802334807,NA,GCA_003439415,3727,NA,NA,NA,,,,,
s__Parabacteroides_distasonis-CSM5MCZF,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM5MCZF"",", CSM5MCZF,non-pilot,0.01320138,0.018328103,-0.075821882,1.388347487,0.02640276,0.025498019,0.010075983,0.395167278,602592.9594,76866.45989,0.56980829,NA,GCA_003439415,3408,NA,NA,NA,,,,,
s__Parabacteroides_distasonis-CSM67U9D,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM67U9D"",", CSM67U9D,non-pilot,0.005492634,0.013710482,-0.175767032,2.496157827,0.010985268,0.0205488,0.009301213,0.452640219,636894.0709,215730.9558,0.5671362,NA,GCA_003439415,3531,NA,NA,NA,,,,,
s__Parabacteroides_distasonis-CSM67UE7,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM67UE7"",", CSM67UE7,non-pilot,0.054416875,0.095266713,-0.192370517,1.750683272,0.10883375,0.039466097,0.02334808,0.591598405,1033263.851,245084.9865,2.370038,NA,GCA_003439415,3821,NA,NA,NA,,,,,
s__Parabacteroides_distasonis-CSM67UGO,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM67UGO"",", CSM67UGO,non-pilot,0.010699441,0.034714577,-0.259383285,3.244522537,0.021398882,0.018806249,0.010765747,0.572455817,250530.8463,166627.602,0.473947649,NA,GCA_003439415,1964,NA,NA,NA,,,,,
s__Parabacteroides_distasonis-CSM79HGF,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM79HGF"",", CSM79HGF,non-pilot,0.057616274,0.007896881,0.696346115,0.137059911,0.115232548,0.045000588,0.032191997,0.715368366,354640.4164,325196.1605,4.163599894,NA,GCA_003439415,3587,NA,NA,NA,,,,,
s__Parabacteroides_distasonis-CSM79HOL,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM79HOL"",", CSM79HOL,non-pilot,0.012367299,0.008995346,0.072472173,0.72734928,0.024734598,0.029992745,0.014012688,0.467202605,1275038.244,185780.9817,0.8272418,NA,GCA_003439415,3788,NA,NA,NA,,,,,
s__Parabacteroides_distasonis-CSM79HPS,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM79HPS"",", CSM79HPS,non-pilot,0.031287648,0.003246432,0.653960479,0.10376081,0.062575296,0.016970483,0.018514432,1.090978485,434795.0528,139167.4775,1.63126,NA,GCA_003439415,3590,NA,NA,NA,,,,,
s__Parabacteroides_distasonis-CSM7KON2,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM7KON2"",", CSM7KON2,non-pilot,0.010467312,0.014623277,-0.073332044,1.397042229,0.020934625,0.022792247,0.006525741,0.286314093,448369.4672,253951.8523,0.7655766,NA,GCA_003439415,3405,NA,NA,NA,,,,,
s__Parabacteroides_distasonis-CSM7KON8,s__Parabacteroides_distasonis,Bacteroidetes,"""CSM7KON8"",", CSM7KON8,non-pilot,0.008077239,0,Inf,0,0.016154478,0.024856666,0.005401245,0.217295633,612588.8111,241.9669374,0.6685767,NA,GCA_003439415,3491,NA,NA,NA,,,,,
s__Parabacteroides_johnsonii-CSM5FZ4G_P,s__Parabacteroides_johnsonii,Bacteroidetes,"""CSM5FZ4G_P"",", CSM5FZ4G_P,pilot,0.011438828,0.017415295,-0.094019138,1.522471928,0.022877656,0.019444373,0.00886334,0.455830617,615469.4126,235539.243,0.4212836,NA,,NA,NA,NA,NA,,,,,
s__Parabacteroides_johnsonii-CSM5FZ4K_P,s__Parabacteroides_johnsonii,Bacteroidetes,"""CSM5FZ4K_P"",", CSM5FZ4K_P,pilot,0.037195854,0.000671832,1.219466162,0.018062026,0.074391709,0.040023879,0.005265194,0.131551325,641278.8678,13538.37272,1.638931,NA,,NA,NA,NA,NA,,,,,
s__Parabacteroides_johnsonii-CSM5FZ4M,s__Parabacteroides_johnsonii,Bacteroidetes,"""CSM5FZ4M"",", CSM5FZ4M,non-pilot,0.02083498,0.035107064,-0.134784967,1.685005866,0.04166996,0.031392787,0.184585213,5.879860596,440602.0281,1467502.638,0.7451478,NA,,NA,NA,NA,NA,,,,,
s__Parabacteroides_johnsonii-CSM5MCUQ_P,s__Parabacteroides_johnsonii,Bacteroidetes,"""CSM5MCUQ_P"",", CSM5MCUQ_P,pilot,0.001207256,0.005645367,-0.229556823,4.676197957,0.002414511,0.005548458,0.010746325,1.936812988,165678.9927,53566.67912,0.01878275,NA,,NA,NA,NA,NA,,,,,
s__Parabacteroides_johnsonii-CSM5MCWM_P,s__Parabacteroides_johnsonii,Bacteroidetes,"""CSM5MCWM_P"",", CSM5MCWM_P,pilot,0.015252244,0.054234565,-0.303271121,3.555841635,0.030504488,0.029587193,0.02314685,0.782326686,615183.0132,75631.51083,0.6543805,NA,,NA,NA,NA,NA,,,,,
s__Parabacteroides_johnsonii-CSM5MCWQ,s__Parabacteroides_johnsonii,Bacteroidetes,"""CSM5MCWQ"",", CSM5MCWQ,non-pilot,0.03144972,0.048441427,-0.12486837,1.540281654,0.062899441,0.026663231,0.127251863,4.772559765,289927.6502,1355748.742,1.137712,NA,,NA,NA,NA,NA,,,,,
s__Parabacteroides_johnsonii-CSM67UBZ,s__Parabacteroides_johnsonii,Bacteroidetes,"""CSM67UBZ"",", CSM67UBZ,non-pilot,0.02699047,0.032563578,-0.051964689,1.206484264,0.05398094,0.033887243,0.236518144,6.979562897,517515.7485,1968031.407,1.18886,NA,,NA,NA,NA,NA,,,,,
s__Parabacteroides_johnsonii-CSM67UC6,s__Parabacteroides_johnsonii,Bacteroidetes,"""CSM67UC6"",", CSM67UC6,non-pilot,0.030841054,0.032637287,-0.016271966,1.058241619,0.061682108,0.030035925,0.108338494,3.606963836,604617.1922,1346582.839,1.130902,NA,,NA,NA,NA,NA,,,,,
s__Parabacteroides_johnsonii-CSM67UEI,s__Parabacteroides_johnsonii,Bacteroidetes,"""CSM67UEI"",", CSM67UEI,non-pilot,0.004291781,0.002410759,0.105807134,0.561715189,0.008583562,0.006717353,0.060149186,8.954299003,86457.09681,825400.1839,0.07665165,NA,,NA,NA,NA,NA,,,,,
s__Parabacteroides_merdae-CSM5MCUW_P,s__Parabacteroides_merdae,Bacteroidetes,"""CSM5MCUW_P"",", CSM5MCUW_P,pilot,0.106714414,0.10781315,-0.004577853,1.010296042,0.213428828,0.071315097,0.212188086,2.97535999,2250079.31,2148572.609,5.325158,NA,GCA_000154105,NA,NA,1.11,37.85,,,,,
s__Parabacteroides_merdae-CSM5MCTZ_P,s__Parabacteroides_merdae,Bacteroidetes,"""CSM5MCTZ_P"",", CSM5MCTZ_P,pilot,0.008568518,0.010387767,-0.040451218,1.212317797,0.017137037,0.016108773,0.008705692,0.54043173,469615.2644,289417.8801,0.4438043,NA,,NA,NA,NA,NA,,,,,
s__Parabacteroides_merdae-CSM5MCU8_P,s__Parabacteroides_merdae,Bacteroidetes,"""CSM5MCU8_P"",", CSM5MCU8_P,pilot,0.030270579,0.044994634,-0.113326099,1.486414713,0.060541159,0.027275379,0.033095619,1.213388026,847338.9891,1094725.098,1.270079,NA,,NA,NA,NA,NA,,,,,
s__Parabacteroides_merdae-CSM5MCUC_P,s__Parabacteroides_merdae,Bacteroidetes,"""CSM5MCUC_P"",", CSM5MCUC_P,pilot,0.044733664,0,Inf,0,0.089467329,0.049782041,0.057553779,1.156115303,1877644.785,304118.5613,2.141405,NA,,NA,NA,NA,NA,,,,,
s__Parabacteroides_merdae-CSM5MCUE_P,s__Parabacteroides_merdae,Bacteroidetes,"""CSM5MCUE_P"",", CSM5MCUE_P,pilot,0.022128464,0.011869541,0.163449766,0.536392468,0.044256927,0.027561074,0.113879963,4.13191314,780309.483,315676.8593,0.9369793,NA,,NA,NA,NA,NA,,,,,
s__Parabacteroides_merdae-CSM5MCUG_P,s__Parabacteroides_merdae,Bacteroidetes,"""CSM5MCUG_P"",", CSM5MCUG_P,pilot,0.002607155,0.000268094,0.382330864,0.102830245,0.005214311,0.014601205,0.005562391,0.380954214,453381.7926,150178.5857,0.124858,NA,,NA,NA,NA,NA,,,,,
s__Parabacteroides_merdae-CSM5MCUK_P,s__Parabacteroides_merdae,Bacteroidetes,"""CSM5MCUK_P"",", CSM5MCUK_P,pilot,0.001849834,0,Inf,0,0.003699667,0.009324183,0.00286352,0.307106778,461737.3429,2939.219108,0.1305259,NA,,NA,NA,NA,NA,,,,,
s__Parabacteroides_merdae-CSM5MCUO,s__Parabacteroides_merdae,Bacteroidetes,"""CSM5MCUO"",", CSM5MCUO,non-pilot,0.001360936,0,Inf,0,0.002721871,0.012221124,0.007173239,0.586954137,348051.3391,96201.27897,0.1198297,NA,,NA,NA,NA,NA,,,,,
s__Parabacteroides_merdae-CSM5MCUQ_P,s__Parabacteroides_merdae,Bacteroidetes,"""CSM5MCUQ_P"",", CSM5MCUQ_P,pilot,0.062975059,0.257677704,-0.509570495,4.091742166,0.125950118,0.040561195,0.098572903,2.430226813,1631204.621,931775.7348,3.119781,NA,,NA,NA,NA,NA,,,,,
s__Parabacteroides_merdae-CSM5MCUY_P,s__Parabacteroides_merdae,Bacteroidetes,"""CSM5MCUY_P"",", CSM5MCUY_P,pilot,0.085345222,0.019207409,0.606004706,0.22505547,0.170690443,0.051693526,0.113521813,2.196054746,2304417.135,891888.21,3.892015,NA,,NA,NA,NA,NA,,,,,
s__Parabacteroides_merdae-CSM5MCX3,s__Parabacteroides_merdae,Bacteroidetes,"""CSM5MCX3"",", CSM5MCX3,non-pilot,0.007658572,0.001314427,0.36175082,0.171628231,0.015317143,0.017289927,0.006767879,0.39143479,328951.6138,62960.41798,0.3941786,NA,,NA,NA,NA,NA,,,,,
s__Parabacteroides_merdae-CSM5MCXH,s__Parabacteroides_merdae,Bacteroidetes,"""CSM5MCXH"",", CSM5MCXH,non-pilot,0.03809587,0.017029487,0.246403269,0.447016623,0.076191739,0.046235016,0.059905421,1.295672113,759207.293,2709558.978,1.594928404,NA,,NA,NA,NA,NA,,,,,
s__Parabacteroides_merdae-CSM5MCXJ,s__Parabacteroides_merdae,Bacteroidetes,"""CSM5MCXJ"",", CSM5MCXJ,non-pilot,0.027257378,0.011828738,0.231730239,0.433964646,0.054514755,0.037633139,0.047428399,1.260282825,599158.4659,2199175.474,1.401673,NA,,NA,NA,NA,NA,,,,,
s__Parabacteroides_merdae-CSM5MCXL,s__Parabacteroides_merdae,Bacteroidetes,"""CSM5MCXL"",", CSM5MCXL,non-pilot,0.033038527,0.004005797,0.618733663,0.121246229,0.066077055,0.041400416,0.03250061,0.785030997,875078.6983,680830.6935,1.580316163,NA,,NA,NA,NA,NA,,,,,
s__Parabacteroides_merdae-CSM5MCXN,s__Parabacteroides_merdae,Bacteroidetes,"""CSM5MCXN"",", CSM5MCXN,non-pilot,0.017224008,0.022572302,-0.066581957,1.310513916,0.034448015,0.022145521,0.038388176,1.733451003,382689.5484,780766.0787,0.7072494,NA,,NA,NA,NA,NA,,,,,
s__Parabacteroides_merdae-CSM5MCXP,s__Parabacteroides_merdae,Bacteroidetes,"""CSM5MCXP"",", CSM5MCXP,non-pilot,0.039271901,0.017373348,0.251933883,0.442386229,0.078543802,0.047315283,0.048686812,1.028987012,927829.9835,1509270.77,2.206214,NA,,NA,NA,NA,NA,,,,,
s__Parabacteroides_merdae-CSM5MCXR,s__Parabacteroides_merdae,Bacteroidetes,"""CSM5MCXR"",", CSM5MCXR,non-pilot,0.042725374,0,Inf,0,0.085450748,0.041113363,0.028281632,0.687893907,609942.4661,426405.8505,1.885710905,NA,,NA,NA,NA,NA,,,,,
s__Parabacteroides_merdae-CSM5MCXT,s__Parabacteroides_merdae,Bacteroidetes,"""CSM5MCXT"",", CSM5MCXT,non-pilot,0.027422491,0.011568898,0.23997476,0.421876252,0.054844982,0.029426193,0.084214288,2.861881846,163647.7348,2649741.608,0.834512274,NA,,NA,NA,NA,NA,,,,,
s__Parabacteroides_merdae-CSM5MCY2,s__Parabacteroides_merdae,Bacteroidetes,"""CSM5MCY2"",", CSM5MCY2,non-pilot,0.018395206,0.024843297,-0.075205972,1.35053105,0.036790412,0.029202121,0.056038014,1.918970701,355723.3556,1246354.151,0.9679305,NA,,NA,NA,NA,NA,,,,,
